Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Catholic,2,1465,St Oliver Plunkett's School,Primary,O,1-39 Landells Road,,PASCOE VALE,VIC,3044,PO Box 667,,PASCOE VALE,VIC,3044,03 9354 5411,525,Moreland (C),-37.73089,144.94186
Catholic,2,1466,Corpus Christi School,Primary,O,380 Geelong Road,,KINGSVILLE,VIC,3012,380 Geelong Road,,KINGSVILLE,VIC,3012,03 9314 7303,433,Maribyrnong (C),-37.80853,144.87292
Catholic,2,1470,St Robert's School,Primary,O,13 Nicholas Street,,NEWTOWN,VIC,3220,13 Nicholas Street,,NEWTOWN,VIC,3220,03 5221 1075,275,Greater Geelong (C),-38.15641,144.34301
Catholic,2,1471,St Bernard's College,Secondary,O,41 Rosehill Road,,ESSENDON,VIC,3040,41 Rosehill Road,,ESSENDON,VIC,3040,03 9289 1000,506,Moonee Valley (C),-37.74939,144.8832
Catholic,2,1473,Whitefriars College Inc,Secondary,O,156 Park Road,,DONVALE,VIC,3111,156 Park Road,,DONVALE,VIC,3111,03 9872 8200,421,Manningham (C),-37.7918,145.19954
Catholic,2,1477,St Michael's School,Primary,O,268 High Street,,ASHBURTON,VIC,3147,268 High Street,,ASHBURTON,VIC,3147,03 9885 3105,111,Boroondara (C),-37.86413,145.08248
Catholic,2,1480,St Mary's School,Primary,O,131 Powells Road,,CLARKES HILL,VIC,3352,131 Powells Road,,CLARKES HILL,VIC,3352,03 5334 5280,515,Moorabool (S),-37.5004,143.9887
Catholic,2,1481,Our Lady of the Sacred Heart College,Secondary,O,111 Jasper Road,,BENTLEIGH,VIC,3204,111 Jasper Road,,BENTLEIGH,VIC,3204,03 8520 9200,231,Glen Eira (C),-37.92572,145.03994
Catholic,2,1482,St Bede's School,Primary,O,2 Marwal Avenue,,BALWYN NORTH,VIC,3104,2 Marwal Avenue,,BALWYN NORTH,VIC,3104,03 8851 4651,111,Boroondara (C),-37.79352,145.0709
Catholic,2,1485,Salesian College,Secondary,O,10 Bosco Street,,CHADSTONE,VIC,3148,10 Bosco Street,,CHADSTONE,VIC,3148,03 9807 2644,497,Monash (C),-37.88273,145.10026
Catholic,2,1488,St Patrick's School,Primary,O,29 Leahy Street,,NHILL,VIC,3418,PO Box 113,,NHILL,VIC,3418,03 5391 1575,298,Hindmarsh (S),-36.33541,141.64304
Catholic,2,1489,St Margaret's School,Primary,O,83 St Albans Road,,GEELONG EAST,VIC,3219,83 St Albans Road,,GEELONG EAST,VIC,3219,03 5229 7453,275,Greater Geelong (C),-38.16462,144.37393
Independent,2,1490,Mount Scopus Memorial College,Pri/Sec,O,245 Burwood Highway,,BURWOOD,VIC,3125,245 Burwood Highway,,BURWOOD,VIC,3125,03 9834 0000,698,Whitehorse (C),-37.84722,145.11777
Catholic,2,1493,St Kieran's School,Primary,O,Lloyd Street,,MOE,VIC,3825,Lloyd Street,,MOE,VIC,3825,03 5127 3606,381,Latrobe (C),-38.17937,146.25356
Catholic,2,1495,Marcellin College,Secondary,O,160 Bulleen Road,,BULLEEN,VIC,3105,160 Bulleen Road,,BULLEEN,VIC,3105,03 9851 1589,421,Manningham (C),-37.77478,145.08268
Catholic,2,1497,Marist-Sion College,Secondary,O,165 Burke Street,,WARRAGUL,VIC,3820,165 Burke Street,,WARRAGUL,VIC,3820,03 5623 5944,83,Baw Baw (S),-38.15903,145.91527
Independent,2,1498,Henderson College,Pri/Sec,O,806-816 Cowra Ave,,IRYMPLE,VIC,3498,PO Box 491,,IRYMPLE,VIC,3498,03 5024 5192,478,Mildura (RC),-34.22261,142.15926
Catholic,2,1499,St Theresa's School,Primary,O,16 Drummartin Street,,ALBION,VIC,3020,16 Drummartin Street,,ALBION,VIC,3020,03 9311 9070,118,Brimbank (C),-37.78219,144.8202
Catholic,2,1500,St Bernadette's School,Primary,O,53 Stanley Street,,IVANHOE WEST,VIC,3079,PO Box 3109,,IVANHOE NORTH,VIC,3079,03 9499 3914,66,Banyule (C),-37.76306,145.03412
Catholic,2,1501,St Colman's School,Primary,O,46 Dunlop Street,,MORTLAKE,VIC,3272,PO Box 42,,MORTLAKE,VIC,3272,03 5599 2285,549,Moyne (S),-38.07994,142.80202
Catholic,2,1503,St Agnes' School,Primary,O,Peterson Street,,HIGHETT,VIC,3190,Peterson Street,,HIGHETT,VIC,3190,03 9532 0344,91,Bayside (C),-37.9461,145.03183
Catholic,2,1505,Our Lady of the Assumption School,Primary,O,9 Centre Dandenong Road,,CHELTENHAM,VIC,3192,9 Centre Dandenong Road,,CHELTENHAM,VIC,3192,03 9584 9488,343,Kingston (C),-37.9655,145.05971
Independent,2,1508,Nunawading Christian College-Primary,Primary,O,Laughlin Ave,,NUNAWADING,VIC,3131,Laughlin Ave,,NUNAWADING,VIC,3131,03 9878 9927,698,Whitehorse (C),-37.82192,145.17005
Catholic,2,1509,Sacred Heart School,Primary,O,35 Wicklow Avenue,35 Wicklow Avenue,CROYDON,VIC,3136,PO Box 149,35 Wicklow Avenue,CROYDON,VIC,3136,03 9724 4333,441,Maroondah (C),-37.79749,145.27279
Catholic,2,1510,St Malachy's School,Primary,O,34 Lake Street,,EDENHOPE,VIC,3318,34 Lake Street,,EDENHOPE,VIC,3318,03 5585 1396,689,West Wimmera (S),-37.03403,141.30005
Independent,2,1511,Heritage College,Pri/Sec,O,333 Centre Road,,NARRE WARREN SOUTH,VIC,3805,PO Box 293,,BERWICK,VIC,3806,03 9796 0100,161,Casey (C),-38.05022,145.31652
Catholic,2,1512,St Mary's School,Primary,O,Myrtle Street,,ALEXANDRA,VIC,3714,PO Box 151,,ALEXANDRA,VIC,3714,03 5772 1500,562,Murrindindi (S),-37.19127,145.71338
Catholic,2,1513,Resurrection House,Primary,O,6 Aberfeldie Street,,ESSENDON,VIC,3040,6 Aberfeldie Street,,ESSENDON,VIC,3040,03 9337 0084,506,Moonee Valley (C),-37.75665,144.9052
Independent,2,1515,Adass Israel School,Pri/Sec,O,10-12 King Street,,ELSTERNWICK,VIC,3185,PO Box 23,,ELSTERNWICK,VIC,3185,03 9523 6422,231,Glen Eira (C),-37.8839,145.0082
Catholic,2,1516,Holy Spirit School,Primary,O,197 Clarendon Street,,THORNBURY EAST,VIC,3071,197 Clarendon Street,,THORNBURY EAST,VIC,3071,03 9480 0391,189,Darebin (C),-37.76085,145.01619
Catholic,2,1521,Sacred Heart School,Primary,O,2-4 Winifred Street,,ST ALBANS,VIC,3021,2-4 Winifred Street,,ST ALBANS,VIC,3021,03 9366 0266,118,Brimbank (C),-37.73769,144.80005
Catholic,2,1522,St Thomas The Apostle School,Primary,O,67 Central Road,,BLACKBURN,VIC,3130,PO Box 395,,BLACKBURN,VIC,3130,03 9878 8268,698,Whitehorse (C),-37.82325,145.15743
Catholic,2,1523,St Mary's School,Primary,O,5-7 Southam Street,,RUSHWORTH,VIC,3612,5-7 Southam Street,,RUSHWORTH,VIC,3612,03 5856 1347,137,Campaspe (S),-36.5878,145.0112
Catholic,2,1524,St Michael's School,Primary,O,Davis Street,,HEYFIELD,VIC,3858,PO Box 93,,HEYFIELD,VIC,3858,03 5148 2514,681,Wellington (S),-37.98075,146.78427
Catholic,2,1525,St Thomas Aquinas School,Primary,O,51 Plume Street,,NORLANE,VIC,3214,P.O. Box 291,,NORTH GEELONG,VIC,3215,03 5275 3560,275,Greater Geelong (C),-38.09017,144.35882
Catholic,2,1526,St Pius X School,Primary,O,431 Waterdale Road,,HEIDELBERG WEST,VIC,3081,431 Waterdale Road,,HEIDELBERG WEST,VIC,3081,03 9457 3776,66,Banyule (C),-37.74692,145.04629
Catholic,2,1527,St Margaret Mary's School,Primary,O,181 Hudsons Road,,SPOTSWOOD,VIC,3015,181 Hudsons Road,,SPOTSWOOD,VIC,3015,03 9391 3118,311,Hobsons Bay (C),-37.82908,144.87773
Catholic,2,1528,Monivae College,Secondary,O,133 Ballarat Road,,HAMILTON,VIC,3300,PO Box 423,,HAMILTON,VIC,3300,03 5551 1200,626,Southern Grampians (S),-37.74204,142.04945
Catholic,2,1529,St Mary Magdalen's Parish Primary School,Primary,O,15 Bambil Street,,CHADSTONE,VIC,3148,15 Bambil Street,,CHADSTONE,VIC,3148,03 9807 0315,497,Monash (C),-37.87978,145.1012
Catholic,2,1530,St Anthony's School,Primary,O,90 Buckley Street,,NOBLE PARK,VIC,3174,90 Buckley Street,,NOBLE PARK,VIC,3174,03 9546 0044,267,Greater Dandenong (C),-37.97171,145.17243
Catholic,2,1531,St Peter's School,Primary,O,16 Mary Street,,CLAYTON,VIC,3168,16 Mary Street,,CLAYTON,VIC,3168,03 9544 3032,497,Monash (C),-37.92314,145.12186
Catholic,2,1532,St Joseph's School,Primary,O,33 Lascelles Street,,HOPETOUN,VIC,3396,PO Box 186,,HOPETOUN,VIC,3396,03 5083 3296,763,Yarriambiack (S),-35.72393,142.36219
Independent,2,1533,Yeshivah College,Pri/Sec,O,88 Hotham Street,,ST KILDA EAST,VIC,3183,88 Hotham Street,,ST KILDA EAST,VIC,3183,03 9522 8222,231,Glen Eira (C),-37.86812,145.00034
Catholic,2,1534,St John Bosco's School,Primary,O,6 Teague Street,,NIDDRIE,VIC,3042,29 Muriel Street,,NIDDRIE,VIC,3042,03 9337 2314,506,Moonee Valley (C),-37.74366,144.88903
Catholic,2,1537,Holy Family School,Primary,O,143-147 Separation Street,,BELL PARK,VIC,3215,PO Box 5482,,GEELONG NORTH,VIC,3215,03 5278 4634,275,Greater Geelong (C),-38.1111,144.33833
Catholic,2,1538,Holy Spirit Parish School,Primary,O,83 Minerva Road,,MANIFOLD HEIGHTS,VIC,3218,83 Minerva Road,,MANIFOLD HEIGHTS,VIC,3218,03 5229 8298,275,Greater Geelong (C),-38.13581,144.32996
Catholic,2,1539,St Mary's School,Primary,O,210 Grimshaw Street,,GREENSBOROUGH,VIC,3088,210 Grimshaw Street,,GREENSBOROUGH,VIC,3088,03 9433 4000,66,Banyule (C),-37.70285,145.09263
Catholic,2,1541,Mother of God School,Primary,O,67 Blanche Street,,ARDEER,VIC,3022,67 Blanche Street,,ARDEER,VIC,3022,03 9363 1734,118,Brimbank (C),-37.77941,144.80081
Catholic,2,1542,St Peter Chanel School,Primary,O,848 Ballarat Road,,DEER PARK,VIC,3023,848 Ballarat Road,,DEER PARK,VIC,3023,03 9363 1586,118,Brimbank (C),-37.76853,144.76927
Catholic,2,1543,Christ the King Primary School,Primary,O,28 Riley Court,,BRAYBROOK,VIC,3019,28 Riley Court,,BRAYBROOK,VIC,3019,03 9311 7387,433,Maribyrnong (C),-37.78761,144.86196
Catholic,2,1545,Corpus Christi School,Primary,O,13-21 Widford Street,,GLENROY,VIC,3046,13-21 Widford Street,,GLENROY,VIC,3046,03 9306 3062,525,Moreland (C),-37.70389,144.9228
Catholic,2,1547,Killester College,Secondary,O,433 Springvale Road,,SPRINGVALE,VIC,3171,433 Springvale Road,,SPRINGVALE,VIC,3171,03 9547 5000,267,Greater Dandenong (C),-37.95907,145.15202
Catholic,2,1549,St Paul's School,Primary,O,Links Street,,SUNSHINE WEST,VIC,3020,Links Street,,SUNSHINE WEST,VIC,3020,03 9363 1568,118,Brimbank (C),-37.78753,144.80752
Catholic,2,1550,St Patrick's School,Primary,O,5 Victoria Street,,PYRAMID HILL,VIC,3575,5 Victoria Street,,PYRAMID HILL,VIC,3575,03 5455 7220,394,Loddon (S),-36.05485,144.11184
Catholic,2,1551,Clonard College,Secondary,O,225 Church Street,,HERNE HILL,VIC,3218,225 Church Street,,HERNE HILL,VIC,3218,03 5278 2155,275,Greater Geelong (C),-38.13008,144.33048
Catholic,2,1554,Stella Maris School,Primary,O,113 Oak Street,,BEAUMARIS,VIC,3193,113 Oak Street,,BEAUMARIS,VIC,3193,03 9589 2641,91,Bayside (C),-37.98199,145.04104
Catholic,2,1555,St Therese's School,Primary,O,Albion Street,,KENNINGTON,VIC,3550,Albion Street,,KENNINGTON,VIC,3550,03 5443 3200,262,Greater Bendigo (C),-36.7669,144.29824
Catholic,2,1556,St Bernadette's School,Primary,O,2 Willey Street,,SUNSHINE NORTH,VIC,3020,2 Willey Street,,SUNSHINE NORTH,VIC,3020,03 9311 8872,118,Brimbank (C),-37.77116,144.83528
Catholic,2,1557,St James' School,Primary,O,260 Albert Street,,SEBASTOPOL,VIC,3356,260 Albert Street,,SEBASTOPOL,VIC,3356,03 5335 8750,57,Ballarat (C),-37.60347,143.84018
Independent,2,1559,Rossbourne School,Special,O,131 Power Street,,HAWTHORN,VIC,3122,131 Power Street,,HAWTHORN,VIC,3122,03 9819 4611,111,Boroondara (C),-37.82304,145.02655
Catholic,2,1560,Sacred Heart School,Primary,O,Olive Grove,,MILDURA,VIC,3500,PO Box 5056,,MILDURA,VIC,3502,03 5023 1204,478,Mildura (RC),-34.18733,142.15224
Independent,2,1561,Beth Rivkah Ladies College,Pri/Sec,O,14-20 Balaclava Road,,ST KILDA EAST,VIC,3183,14-20 Balaclava Road,,ST KILDA EAST,VIC,3183,03 9522 8242,231,Glen Eira (C),-37.86928,145.00084
Catholic,2,1563,St Margaret's Primary School,Primary,O,67 The Esplanade,,MARIBYRNONG,VIC,3032,67 The Esplanade,,MARIBYRNONG,VIC,3032,03 9318 1339,433,Maribyrnong (C),-37.7669,144.89104
Catholic,2,1564,Immaculate Heart of Mary School,Primary,O,50-54 Monash Road,,NEWBOROUGH,VIC,3825,PO Box 281,,NEWBOROUGH,VIC,3825,03 5127 2342,381,Latrobe (C),-38.18474,146.29159
Catholic,2,1565,Holy Family School,Primary,O,250 Stephensons Road,,MOUNT WAVERLEY,VIC,3149,250 Stephensons Road,,MOUNT WAVERLEY,VIC,3149,03 9807 3300,497,Monash (C),-37.87426,145.12963
Catholic,2,1566,St Gerard's School,Primary,O,71 Gladstone Road,,DANDENONG NORTH,VIC,3175,71 Gladstone Road,,DANDENONG NORTH,VIC,3175,03 9791 7553,267,Greater Dandenong (C),-37.97133,145.20582
Catholic,2,1568,St Mel's School,Primary,O,35 Hamilton Street,,SHEPPARTON SOUTH,VIC,3630,35 Hamilton Street,,SHEPPARTON SOUTH,VIC,3630,03 5821 3163,283,Greater Shepparton (C),-36.39247,145.41068
Catholic,2,1569,Our Lady of Perpetual Succour School,Primary,O,31 Erasmus Street,,SURREY HILLS,VIC,3127,31 Erasmus Street,,SURREY HILLS,VIC,3127,03 9898 7655,698,Whitehorse (C),-37.83006,145.11139
Catholic,2,1570,St Catherine's School,Primary,O,14-28 Fletcher Street,,MOORABBIN,VIC,3189,14-28 Fletcher Street,,MOORABBIN,VIC,3189,03 9555 7200,343,Kingston (C),-37.93822,145.05217
Catholic,2,1571,Sacred Heart Girls' College,Secondary,O,113 Warrigal Road,,HUGHESDALE,VIC,3166,PO Box 228,,OAKLEIGH,VIC,3166,03 9568 5488,497,Monash (C),-37.90216,145.08608
Catholic,2,1575,St Vincent de Paul's School,Primary,O,2 Rowell Street,,MORWELL EAST,VIC,3840,2 Rowell Street,,MORWELL EAST,VIC,3840,03 5134 2060,381,Latrobe (C),-38.23061,146.41548
Independent,2,1577,St Peter's Lutheran School,Primary,O,6-26 Horsham Road,,DIMBOOLA,VIC,3414,6-26 Horsham Road,,DIMBOOLA,VIC,3414,03 5389 1626,298,Hindmarsh (S),-36.45706,142.03758
Catholic,2,1578,St Mary's School,Primary,O,47 Hannon Street,,SEA LAKE,VIC,3533,47 Hannon Street,,SEA LAKE,VIC,3533,03 5070 1272,127,Buloke (S),-35.50183,142.85067
Catholic,2,1579,St Joseph's School,Primary,O,40 Milners Road,,YARRA JUNCTION,VIC,3797,PO Box 42A,,YARRA JUNCTION,VIC,3797,03 5967 1183,745,Yarra Ranges (S),-37.79217,145.61681
Catholic,2,1580,St Stephen's School,Primary,O,71 Whitelaw Street,,RESERVOIR EAST,VIC,3073,71 Whitelaw Street,,RESERVOIR EAST,VIC,3073,03 9460 3566,189,Darebin (C),-37.71157,145.0192
Catholic,2,1581,St Brendan's School,Primary,O,Golf Links Road,,LAKES ENTRANCE,VIC,3909,PO Box 914,,LAKES ENTRANCE,VIC,3909,03 5155 2712,211,East Gippsland (S),-37.87102,148.01234
Catholic,2,1582,St Martin of Tours School,Primary,O,2-12 Silk Street,,ROSANNA,VIC,3084,PO Box 430,,ROSANNA,VIC,3084,03 8458 7500,66,Banyule (C),-37.73518,145.07698
Catholic,2,1583,St Michael's School,Primary,O,Queen Elizabeth Drive,,TALLANGATTA,VIC,3700,PO Box 13,,TALLANGATTA,VIC,3700,02 6071 2386,667,Towong (S),-36.21623,147.17342
Catholic,2,1584,Christ Our Holy Redeemer School,Primary,O,43 Ferntree Gully Road,,OAKLEIGH EAST,VIC,3166,43 Ferntree Gully Road,,OAKLEIGH EAST,VIC,3166,03 9569 8966,497,Monash (C),-37.89616,145.10575
Catholic,2,1585,Our Lady of the Nativity School,Primary,O,29 Fawkner Street,,ABERFELDIE,VIC,3040,29 Fawkner Street,,ABERFELDIE,VIC,3040,03 9337 4204,506,Moonee Valley (C),-37.75635,144.89658
Catholic,2,1588,St John's Regional College,Secondary,O,5-11 Caroline Street,,DANDENONG,VIC,3175,Private Bag 5040 MDC,,DANDENONG,VIC,3175,03 9791 3366,267,Greater Dandenong (C),-37.99023,145.22626
Catholic,2,1589,Nagle College,Secondary,O,20 Hope Avenue,,BAIRNSDALE,VIC,3875,PO Box 507,,BAIRNSDALE,VIC,3875,03 5152 6122,211,East Gippsland (S),-37.8371,147.58766
Catholic,2,1590,St Mary's School,Pri/Sec,O,12 Watkin Street,,ROBINVALE,VIC,3549,PO Box 379,,ROBINVALE,VIC,3549,03 5026 3483,661,Swan Hill (RC),-34.58471,142.77851
Catholic,2,1591,Our Lady's School,Primary,O,White Street,,WANGARATTA,VIC,3677,PO Box 486,,WANGARATTA,VIC,3676,03 5721 3783,670,Wangaratta (RC),-36.37219,146.32114
Catholic,2,1592,Emmaus College,Secondary,O,503 Springvale Road,,VERMONT SOUTH,VIC,3133,503 Springvale Road,,VERMONT SOUTH,VIC,3133,03 9845 3211,698,Whitehorse (C),-37.84779,145.17411
Catholic,2,1593,St Dominic's School,Primary,O,408 Camp Road,,BROADMEADOWS,VIC,3047,PO Box 274,,BROADMEADOWS,VIC,3047,03 9309 4146,327,Hume (C),-37.68506,144.9237
Catholic,2,1594,St Patrick's School,Primary,O,Mangan Street,,TONGALA,VIC,3621,Mangan Street,,TONGALA,VIC,3621,03 5859 0371,137,Campaspe (S),-36.25266,144.95359
Catholic,2,1595,St Bridget's School,Primary,O,36 Sweyn Street,,BALWYN NORTH,VIC,3104,36 Sweyn Street,,BALWYN NORTH,VIC,3104,03 9857 6394,111,Boroondara (C),-37.79592,145.10325
Catholic,2,1596,St Leonard's School,Primary,O,349 Springvale Road,,GLEN WAVERLEY,VIC,3150,349 Springvale Road,,GLEN WAVERLEY,VIC,3150,03 9560 8491,497,Monash (C),-37.8868,145.16389
Catholic,2,1598,St Scholastica's School,Primary,O,4-8 Starling Street,,BENNETTSWOOD,VIC,3125,4-8 Starling Street,,BENNETTSWOOD,VIC,3125,03 9808 7279,698,Whitehorse (C),-37.85165,145.12591
Catholic,2,1600,St Christopher's School,Primary,O,Doon Avenue,,GLEN WAVERLEY,VIC,3150,Doon Avenue,,GLEN WAVERLEY,VIC,3150,03 9803 0011,497,Monash (C),-37.8711,145.1502
Catholic,2,1602,St John Vianney's School,Primary,O,Brisbane Terrace,,PARKDALE EAST,VIC,3195,Brisbane Terrace,,PARKDALE EAST,VIC,3195,03 9580 5812,343,Kingston (C),-37.99047,145.09249
Catholic,2,1604,Ss Peter & Paul's School,Primary,O,16 Beverley Street,,DONCASTER EAST,VIC,3109,16 Beverley Street,,DONCASTER EAST,VIC,3109,03 9842 2056,421,Manningham (C),-37.79055,145.1534
Catholic,2,1605,St Mary of the Angels College,Secondary,O,Chapel Street,,NATHALIA,VIC,3638,PO Box 141,,NATHALIA,VIC,3638,03 5866 2222,490,Moira (S),-36.05766,145.20875
Catholic,2,1607,Holy Family School,Primary,O,100 Power Road,,DOVETON,VIC,3177,PO Box 34,,DOVETON,VIC,3177,03 9791 1853,161,Casey (C),-37.9905,145.23863
Catholic,2,1608,Aquinas College,Secondary,O,46 Great Ryrie Street,,RINGWOOD,VIC,3134,PO Box 190,,RINGWOOD,VIC,3134,03 9259 3000,441,Maroondah (C),-37.82306,145.23494
Independent,2,1609,Leibler Yavneh College,Pri/Sec,O,2 Nagle Avenue,,ELSTERNWICK,VIC,3185,PO Box 164,,CAULFIELD SOUTH,VIC,3162,03 9528 4911,231,Glen Eira (C),-37.89287,145.00663
Independent,2,1610,Peninsula Grammar,Pri/Sec,O,20 Wooralla Drive,,MT ELIZA,VIC,3930,Private Bag No 3,,MT ELIZA,VIC,3930,03 9788 7777,534,Mornington Peninsula (S),-38.19817,145.09069
Catholic,2,1612,St Matthew's School,Primary,O,95 William Street,,FAWKNER NORTH,VIC,3060,95 William Street,,FAWKNER NORTH,VIC,3060,03 9359 5423,525,Moreland (C),-37.69816,144.96795
Catholic,2,1613,St John Vianney's School,Primary,O,23 Police Road,,MULGRAVE,VIC,3170,23 Police Road,,MULGRAVE,VIC,3170,03 9546 4161,497,Monash (C),-37.93272,145.15956
Catholic,2,1615,St Luke's School,Primary,O,1A David Street,,LALOR,VIC,3075,1A David Street,,LALOR,VIC,3075,03 9465 2099,707,Whittlesea (C),-37.67237,145.01883
Catholic,2,1616,St Francis de Sales School,Primary,O,626 Pascoe Vale Road,,OAK PARK,VIC,3046,PO Box 2109,,OAK PARK,VIC,3046,03 9306 9444,525,Moreland (C),-37.71885,144.92108
Independent,2,1617,St John's Lutheran School Geelong,Primary,O,33 Aberdeen Street,,GEELONG,VIC,3220,33 Aberdeen Street,,GEELONG,VIC,3220,03 5221 5221,275,Greater Geelong (C),-38.14733,144.34747
Catholic,2,1618,St Thomas More's School,Primary,O,Reynold's Lane,,BELGRAVE,VIC,3160,PO Box 21,,BELGRAVE,VIC,3160,03 9754 4444,745,Yarra Ranges (S),-37.90841,145.35268
Catholic,2,1619,St Pius X School,Primary,O,32-34 Hoddle Street,,WARRNAMBOOL WEST,VIC,3280,32-34 Hoddle Street,,WARRNAMBOOL WEST,VIC,3280,03 5562 2506,673,Warrnambool (C),-38.36492,142.46583
Catholic,2,1620,St Christopher's School,Primary,O,34 Roberts Road,,AIRPORT WEST,VIC,3042,34 Roberts Road,,AIRPORT WEST,VIC,3042,03 9338 3591,506,Moonee Valley (C),-37.72501,144.88025
Catholic,2,1622,Sacred Heart School,Primary,O,125 Hart Street,,ELIMINYT,VIC,3250,PO Box 221,,ELIMINYT,VIC,3250,03 5231 5292,175,Colac-Otway (S),-38.35316,143.57855
Catholic,2,1623,Sacred Heart School,Primary,O,25 Gipson Street,,DIAMOND CREEK,VIC,3089,25 Gipson Street,,DIAMOND CREEK,VIC,3089,03 9438 1590,571,Nillumbik (S),-37.67215,145.15878
Catholic,2,1624,St Michael's School,Primary,O,16 Scanlan Street,,BERWICK,VIC,3806,PO Box 424,,BERWICK,VIC,3806,03 9707 1600,161,Casey (C),-38.03382,145.35357
Catholic,2,1625,Ave Maria College,Secondary,O,14-22 Vida Street,,ABERFELDIE,VIC,3040,14-22 Vida Street,,ABERFELDIE,VIC,3040,03 9331 9300,506,Moonee Valley (C),-37.75662,144.89796
Independent,2,1626,Bialik College,Pri/Sec,O,429 Auburn Road,,HAWTHORN EAST,VIC,3122,429 Auburn Road,,HAWTHORN EAST,VIC,3122,03 9822 7981,111,Boroondara (C),-37.84227,145.04337
Catholic,2,1627,Our Lady of the Way School,Primary,O,11-13 Green Avenue,,KINGSBURY,VIC,3083,PO Box 159,,KINGSBURY,VIC,3083,03 9460 6684,189,Darebin (C),-37.71526,145.03552
Catholic,2,1628,St Luke the Evangelist School,Primary,O,46 Orchard Grove,,BLACKBURN SOUTH,VIC,3130,PO Box 45,,BLACKBURN SOUTH,VIC,3130,03 9877 4023,698,Whitehorse (C),-37.83555,145.14671
Catholic,2,1629,St Bernard's School,Primary,O,2-14 Williams Road,,WANGARATTA,VIC,3677,2-14 Williams Road,,WANGARATTA,VIC,3677,03 5721 4431,670,Wangaratta (RC),-36.34656,146.3056
Catholic,2,1632,Our Lady Help of Christians School,Primary,O,15 Munro Street,,MURTOA,VIC,3390,PO Box 92,,MURTOA,VIC,3390,03 5385 2526,763,Yarriambiack (S),-36.62268,142.47365
Independent,2,1633,Luther College,Secondary,O,Plymouth Rd,,CROYDON HILLS,VIC,3136,Plymouth Rd,,CROYDON HILLS,VIC,3136,03 9724 2000,441,Maroondah (C),-37.78296,145.27291
Catholic,2,1634,Marian College,Secondary,O,196 Glengala Road,,SUNSHINE WEST,VIC,3020,196 Glengala Road,,SUNSHINE WEST,VIC,3020,03 9363 1711,118,Brimbank (C),-37.78773,144.80613
Catholic,2,1635,Mount St Joseph Girls' College,Secondary,O,133 Maidstone Street,,ALTONA,VIC,3018,PO Box 139,,ALTONA NORTH,VIC,3025,03 8398 2000,311,Hobsons Bay (C),-37.8639,144.81167
Catholic,2,1638,Our Lady Help of Christians School,Primary,O,482 Gillies Street,,WENDOUREE,VIC,3355,482 Gillies Street,,WENDOUREE,VIC,3355,03 5339 4726,57,Ballarat (C),-37.52544,143.82561
Catholic,2,1640,St Clement of Rome School,Primary,O,9 Egan Drive,,BULLEEN,VIC,3105,9 Egan Drive,,BULLEEN,VIC,3105,03 9850 1216,421,Manningham (C),-37.7673,145.09033
Catholic,2,1641,St Joseph's Primary School,Primary,O,212 Boronia Road,,BORONIA,VIC,3155,PO Box 505,,BORONIA,VIC,3155,03 9762 3275,367,Knox (C),-37.86271,145.27481
Catholic,2,1642,Sacred Heart School,Primary,O,111-115 Hansen Street,,CORRYONG,VIC,3707,PO Box 213,,CORRYONG,VIC,3707,02 6076 1138,667,Towong (S),-36.19824,147.89919
Catholic,2,1644,Mater Christi College,Secondary,O,28 Bayview Road,,BELGRAVE,VIC,3160,28 Bayview Road,,BELGRAVE,VIC,3160,03 9754 6611,745,Yarra Ranges (S),-37.91064,145.35889
Catholic,2,1645,Our Lady of Lourdes School,Primary,O,23 Orange Grove,,BAYSWATER,VIC,3153,23 Orange Grove,,BAYSWATER,VIC,3153,03 9729 3411,367,Knox (C),-37.84898,145.26576
Catholic,2,1646,St Joseph's College,Secondary,O,5 Brenock Park Drive,,FERNTREE GULLY,VIC,3156,5 Brenock Park Drive,,FERNTREE GULLY,VIC,3156,03 9758 2000,367,Knox (C),-37.89049,145.29509
Independent,2,1647,St Paul's College Balwyn,Special,O,3 Brenbeal Street,,BALWYN,VIC,3101,3 Brenbeal Street,,BALWYN,VIC,3101,03 8595 2470,111,Boroondara (C),-37.81235,145.08686
Catholic,2,1648,Annunciation School,Primary,O,4-14 Nolan Avenue,,BROOKLYN,VIC,3012,PO Box 431,,ALTONA NORTH,VIC,3025,03 9314 6271,311,Hobsons Bay (C),-37.82099,144.84796
Catholic,2,1649,St Louis de Montfort's School,Primary,O,37 Dolphin Street,,ASPENDALE,VIC,3195,37 Dolphin Street,,ASPENDALE,VIC,3195,03 9580 5169,343,Kingston (C),-38.01813,145.10226
Catholic,2,1650,St Thomas More's School,Primary,O,30 Angus Street,,HADFIELD,VIC,3046,30 Angus Street,,HADFIELD,VIC,3046,03 9312 8200,525,Moreland (C),-37.70729,144.94494
Catholic,2,1651,Avila College,Secondary,O,35 Charles Street,,MOUNT WAVERLEY,VIC,3149,35 Charles Street,,MOUNT WAVERLEY,VIC,3149,03 9831 9600,497,Monash (C),-37.87467,145.13326
